"","text","score"
"927","corona virus covid interview in san francisco part coronavirusoutbreakeaaefbf covid coronavirusargentina coronaviruslondon coronavirussanfrancisco covidchile opinionswelcome reportingea",-0.066
"928","make a mask tip covid ease staysafe dontpanic contagio covid coronaviruspandemic coronavirusitalianews coronavirusita virus ncov caronavirus quarantine coronavirusoutbreakeaaefbf staysafeoutthere covidnews covid virus coronavirussingapore",-0.066
"929","gun sale have skyrocket covid ease staysafe dontpanic contagio covid coronaviruspandemic coronavirusitalianews coronavirusita virus ncov caronavirus quarantine coronavirusoutbreakeaaefbf staysafeoutthere covidnews covid virus",-0.066
"930","the world i upside down a special place in cardiff full of personal memory for me ha temporarily close due to covid chapter i always open for people this i a strange sight to see many will look forward to the door bee open againedaefbf stay safe",0.746
"931","so it not all bad new let care for each other and stay focus on safety of those most vulnerable edaefbf coronavirus covid",0.746
"932","distillery perfume plant turn to make hand sanitize to fight coronavirusfecbfefbf handsanitizer covid coronavirusupdate",0.126
"933","person i miss in these street shakaristo ecc coronavirussa covid",0.463
"934","re assure all touchscreen are bee constant diligent clean and sanitize throughout the day stay safe stay shin ffaeca glowcarwash stayshining carwash covid nj",0.351
"935","prevention i better than cure let be safe and vigilant coronavirus coronavirussa coronavirusmask coronavirusmaskchallenge coronavirusoutbreakeaaefbf coronavirusoutfit covid covcbd covid covidnewsea",-0.066
"936","our live are rule by fear and busyness we are always complain about not have enough time through circumstance we have time now use it wise just beedaefbf justbe covid corona restea",0.746
"937","happy stpatricksdayffd difficult to say slainte with a guinness i just move over to redwine but a green glass and iem all by myself just to make sure but lot of people along the rhine coronarules follow covid winelover redwine and a sundown to come edaefbf",0.746
"938","work from home doesnet make big difference office lo lunch ki bee taguthunde ipudu flat lo hot taguthunamfbcedefbf covid",0.125
"939","amenfbedaefbf coronavirus covid",0.746
"940","keep safe peoplefbfebefbf covid selfisolation golf gog magog golf club",0.636
"941","isupportsheffield isupportrotherham isupportbarnsley isupportwakefield isupportdoncaster follow isupportbirmingham lead sheffield barnsley rotherham wakefield doncaster tag and support eda covid coronavirusuk covid uk southyorkshire coronavirus",0.746
"942","thank you rick he ha been travelling wide however this trip h cover from a broken leg leg moon boot crutch and covid and he had fall in love with a brit she bought him the ticket because she bore in london work from home he made it fbdedaefbf",0.746
"943","b place to do it quarantine today wuhan ecefbf covid covid",0.415
"944","way to go kuwait edafb covid coronavirus coronavirusoutbreak coronavirusupdates",0.746
"945","take all care of yourselves your love one spend time with the people who are precious to your heartedaefbf be real careful with the actual situate stay safe everyonedaefbfb takecare lovedones sharemoments heal washyourhands protectyourself covid coronavirus",0.746
"946","real well this ha start fbfbfcdfabfbdedefbfafabfabd coronavirusoutbreak covid cobid eswatini tinitwitter eswatinitwitter swaziland africa",0.125
"947","this edaefbf thank you to the nhs doctor nurse and those who are lead the fight against this virus fbe superman nhs covid coronavirus thankyou",0.746
"948","saw this in pippin jardins story and thought it was so inspiring i just had to share itedafcf the quote i from kitty omeara hope encouragingmessage inspirationalquotes goodvibes encourage stayathome covid covid coronaviruspandemic hopeful",0.746
"949","not the type of new you take lightly but a decision we can understand and back ffacffae confident opportunity will be knock on our door soon eabdefbf thank you gfa uefa for the wise decision fbd in the mean time be safe keep fit take care strongertogether covid stayhome",0.616
"950","todayes mood ecfbfdfcbcfa coronavirus covid stpatricksday wildflower findpeace acceptance behappy jacksonville florida",0.463
"951","via my ig even temporary covid cultural dystopia merit donning holiday garb happy stpatricksday to you all fdfdbeabdefbfa",0.616
"952","letes show some love to our bipoc busy community a well they are bee sideline again please let me know and iell share what you are offer with my follow thank and stay safe out there one love edaefbf corona covid ottawa toronto montreal kingston ontario",0.746
"953","sorry everyone family come first though edaefbf corona coronavirus covid",0.746
"954","and while trae young fabfbdedefbf basketballneverstops basketball basketbalovers covid quarantine atlantahawks traeyoung basketballtime workout followforfollowback follow followmenowea",0.125
"955","send warm wish of heal and heal to all i pray that a the sun shineth anyone touch by the sun will feel godes glory hi supernatural heal standembrace the light of the sun accept hi love and life for you am edaefbf covid will be defeat in jesuse name",0.746
"956","stateofemergency but fuck all yeall tail worker who get written up if they try to stay home eccefbf lockdownontario coronavirusoutbreak closethemalls covidebc covid",0.463
"957","efbfa in hard time staypositive covid",0.465
"958","final duniya band hone wala eccefbf it gonna be a memorable day for u all thank to coronavirus covid coronavirusoutbreak",0.463
"959","organising my entertain for the next few week the great little trolley i from fcfdecfeafbc coronavirus covid coronavirusireland coronaviruspandemic",0.342
"960","silent message from allah pak eda covid chinesevirus coronavirusoutbreak chinavirus cronaviruspakistan",0.746
"961","please stay safe everyone fbedaefbf covid",0.746
"962","hey yeall my novella boom girl i free through wednesday i hope it take your mind off the for a few hoursedaefbf",0.746
"963","so richard branson etc get sizeable interest free loan yet the worker hees miss for week paid leave get no support whatsoever in these measure ffabedeefbf not good enough at all covid",0.125
"964","chad shut their board before nigeria fedefbfa coronavirusnigeria coronavirusoutbreak covid chinesevirus stayhome stayhomechallenge",0.125
"965","so far coronavirused ffb deaths ffbspread to country ffb infect ffb critical ffb cover ffbwho declare a pandemic ffbstay safef ffbfollow safety tip covid coronaviruspandemic covid lka",0.1
"966","bee act in a way that i right for you can improve your physical heal help manage anxiety and just general make you feel better fbdedefbf fbdedefbf beactive socialdistancing covid",0.125
"967","first corona virus now covidfafbdedefbfshit crazy covid coronavirus stayhomechallenge",0.125
"968","a posit tweet to fill your space during this weird time we can do this people this too will passffeefbfcovid",0.465
"969","pmimrankhan very brief and clear speech by pm imran khan we need to fight this war together a a nation edaefbfbfbfc pmimrankhan covid coronavirusoutbreak coronavirusinpakistan",0.746
"970","we spent million dollar on weapon but less on basic heal care facility now we are try to import ventilator for the patient who are on death bedsebefbfaedefbf covid",-0.522
"971","the corona virus ha quick swept across the globe infect million of people in hundred of different country click the link below to read our tip for date during the covid virus and please try to stay safe and healthy edaefbf",0.746
"972","just had email in the space of half an hour one from my supervisor one from the faculty and one from the institute all had different information about whates happen at our lab re covid this i complete and utter chaos and not good for someone with anxiety ebefbf",-0.522
"973","total understand eabdefbf league have to put tentative plan in place about finish the season by this date or hop to be back by x date but the reality of this grave situate i excuse me tongue stick out ect nothing to resume in the short to medium term wonet be their call anyway covid",0.616
"974","sure this press conference i just like go up the pub ffabedeefbf covid",0.125
"975","so first day of lockdown and my gf say letes go for a walk what first what part of lockdown fuse youbut but there no one out side ffaaedeefbf covid",0.125
"976","love i not cancelled edaefbf covid",0.746
"977","you didnet know you think covid i bad meet lyme think ffcanceredaefbfaids soon to be biggest scandal in the history of medicineffa lymedisease i now a human right tragedyffamillions worldwide lie cover up",0.746
"978","ffaaffaa end a covid interview by channel tommy dickie smothersedaefbf momalwayslikedyoubest",0.746
"979","thank you councillor for mind u all that while we may be lock down during this coronavirus crisis that we are not lock out from organize taking care of each other in our community edaefbf bospoli mapoli covid",0.746
"980","good thread on the covid modelling team port lease yesterday and what it mean for the future scenario to combat coronavirus eacefbf",0.389
"981","this i wonderful especial the feel good fridays eaefbf thank you for share fbc coronavirus schoolclosuresuk coviduk wellbeing anxiety sltchat edchat edtech",0.657
"982","a much of alaska shut down amid grow covid concerns re assure staff at ti will be here to take care of your pet general emergency and specialist veterinary service are all running at full capacity ec alaska veterinarian coronavirus covid",0.407
"983","for your information coronavirus was go on when everyone else vote fabfbedefbf",0.125
"984","have you been excuse me tongue stick out osed to the coronavirus if you have take care it look hot there today it hot for march here in biloxi today fdbafcbeb",0.5
"985","any time youere ready to dotherightthing and commissioner letes cancel all the state test for florida the whole purpose of the new standard i to create think not tester right ffabedeefbf educate coronavirus",0.125
"986","sorry guy i had toffaeffbedaefbf pizza mafia coronavirus quarantinelife",0.746
"987","a new study suggest that the coronavirus can live on surface for up to hourseso how do you clean the affect surface find out below from eacefbf",0.389
"988","saltergate school in harrogate want to put a smile on the face of people that are feel worry and anxious during this time we made card letter to pop to letterbox around our community letes make more effort to spread a little more kind joy eca coronavirus",0.351
"989","naturalgodeskin thank u bee my spiritual daughter herbalist like me luven mother nature show all the step make this wonderful tea eefbf sourorange leave good for coronavirus dontpanic prepea",0.244
"990","new deaths total deaths ff case pray for italyeda forza italia ffaeffb coronavirus coronavirusitaly covid coronavirusinpakistan",0.746
"991","shelter at home all business and governmental agency to cease nonessential operate at physical location in the county prohibit all nonessential gather of any numb prohibit all nonessential traveleacefbf coronavirus coronavirusoutbreak covid",0.389
"992","ectapedtogether broomsed fdfdafdfde fdacfdafda the corrupt family you rode in on lockthemup trump trumpspandemic coronavirus trumpvirus trumpdemic dondemic ffaaffaaffaaeffbeaefbf",-0.033
"993","fafabfbedefbf canet bully coronavirus so bully governor for do the job hees unfit to do because thates the on play hees cap of bully ites all hees got everyone know hees irrelevant at this point a real lead take control of the situate",0.506
"994","eaaefbf in accordance with the instruction concerning the coronavirus covid it i strong commend to stay out of reach of anyone in verdansk do not hesitate to shoot on sight please avoid gulag for the m rule modernwarfare funny battleroyal game game activision",-0.066
"995","we all could use fred right now coronavirus rikmayall funny inspiration ffaffebaefbf",0.657
"996","in the wake of coronavirus epidemiologist s the rule of contagion i an essential read by cover the crucial factor drive outbreak we can see how the real spreadeand what we can do about it flattenthecurve preorder noweea",0.147
"997","weve establish the covid relief fund to help people in the music industry affect by the coronavirus ease outbreak edaefbfefbf along with the we have contribute an initial donate of million each total million ffeb",0.746
"998","what it like to fly in europe a border flight close ffacffaffaeffaaecefbfairtravel stansted coronavirus dublin",0.415
"999","please watch this full video i never seen the movie ec hardwired ec but in that movie the govern basically put chip inside of people fafbedefbf coronavirus govern",0.125
"1000","coronavirus want to support your local community in bromley lewisham you can do so here eacefbf",0.389
"1001","so sorry to hear you have develop symptom of the coronavirus our branch community send you b wish for a speedy recovery eca",0.429
"1002","last one about coronavirus covid for today edefbf",0.309
"1003","all of you people with vision didnet see this come did you fabfbedefbf coronavirus",0.125
"1004","eaaefbf for some mentalhealth perspective this tweet invite you to think about any feel of isolationdesperation anxiety or withdrawal you are feel a a result of coronavirus over the come day and think of all the people who feel this way most moment of their existence",-0.066
"1005","how many will coronavirus have to kill eaefbf to admit yangwasright with ubi how do you real wish to go down in a history eefbf",-0.033
"1006","my coworker sent me thisff just to cheer you up a bit let me introduce you to the future currency take care everyone and of each other eda coronavirus covid",0.746
"1007","look for the help this quote by fred roger come to mind this morn aft a surprise from on thl st in bakersfield thank for think of our first responders this morn ffae covid noquarantineforus coronavirus werehereforyou bettertogether",0.244
"1008","absoluteffa this coronavirus became public in jan president immediate injan shutdownffbaffbborder tochina ffb dayffbcriticized then too now hees do the same with ukeurope criticize again but low behold europe i now the epicenterffbty pres trumpedaefbf",0.746
"1009","be safecfbdcheck on our senior and shutins covid coronavirus corona sing musician dance perform entertain speak publicspeaker spokesmodel journalist porter tv actress model actor socialdistancing socialbesafe community worktogether ritaritarita",0.463
"1010","to our president responsible govt official and to our frontlinersthank you eaefbf we salute you ffaa coronavirus",0.657
"1011","essential shoppe for food done at traderjoes got everything i need except item big shout out to the worker there g them a smileask how they are a heartfelt thank you itell go a long wayedaefbf staystrong socialdistancing coronavirus",0.746
"1012","made myself a selfcare list any day that ha all this stuff in it i go to be a good one whatever the circumstance eca quarantinelife coronavirus covidebcuk",0.351
"1013","virus die in excuse me in case you didnt know welshrighz for more bit like this follow project what are we real sayin on fb sunshine corona coronavirus parkour vdvppt welshrighz sun",0.465
"1014","how much longer till we close the school plenty of decisive action in todayes announce but yet the school plod along are we wait till the majority of teach are selfisolating before we make a decision fabfbedefbf covid schoolclosureuk coronavirus",0.125
"1015","what about start a journalblog with our quarantine excuse me tongue stick out eriences or even live video to talk about mental heal i know that sometime we all need to talk to a complete strange to throw all that pain away and i am here to listenedaefbf coronavirus quarantinelife stayathome",0.746
"1016","a lot of people have been ask about my recent journey home due to the coronavirus i just upload a vlog to g a little insight to my journey home send love across the world edaefbf",0.746
"1017","bate in the time of coronavirus an elbow bump greet for biden and sand virus finger possibly argument eeaefbf",0.147
"1018","a virus cant survive in a hostile environment eaefbf like trump trumpcoronavirus trumpvirustest trumpviruscoverup trumpliesaboutcoronavirus trumpcoronaviruscoverup trumpvirus trumpslump trumprecession trumpnotfitforoffice fbr resistance",-0.033
"1019","another bit of light hearted humour for you feda virus",0.746
"1020","these day are not so funny with the pandemic ffaab stay safe and door and try to have a little funff take care of yourself and your love one edaefbf btc bitcoin crypto pacman corona staysafe takecare coronavirus virus door crypto cryptocurrency cryptonews",0.746
"1021","shanghai govern official commend vitamin c for coronavirus our megaboostcae iv therapy ha a high dose of vitamin c and ha a absorption rate ffa coronavirus vitaminc prevention heal virus iv protect megaboost immunesystem revivme",0.279
"1022","zep la laugh anslax clip disponible sur youtubeeacefbf",0.389
"1023","the impostores response to the virus a before wholly fail to spire u if the market ff arenet down carnivalbarkingclown ffaa will find no further action desirous fafbcedefbf covid ffb presidenthoax fcfb ffbaffb ffbd",0.125
"1024","i visit now banned for patientsed virus covid nhsheroes nhsstaff nhsscotland",0.068
"1025","story of my lifef some more quarantine meme your wayfabfbedefbf coronavirus corona virus meme dailymemes memestagram meme dankmemes coronamemes memesff memesdaily coronavirusoutbreak",0.125
"1026","virus hmm list pekkareinikainen davidpawson donpatton and open your eye soul and mind for love ecfefbf",0.342
"1027","stay safe my friend fk covid coronavirusitalianews coronamemes coronavircbcscbc coronavirusoutbreakeaaefbf pandemic virus virusvideo vircbcs virus wtfmemes what the fuck wtfisthis wtfvideos staystrong staysafeea",-0.066
"1028","ecthe why trump try to buy up all virus supply ecprivateed sale from germany exclusive sale on to echimed thates immoral ha trump and hi family bought up ventilator if kushner hi broth try to corn virus clinic supply via ecoscar healthed there company",0.407
"1029","stay safe virus corona coronavircbcscbc coronavirusoutbreakeaaefbf unite staysafe corona",-0.066
"1030","coronavirus crisis in nyc coronavirus corona virus facemask coronavirusoutbreakeaaefbf streetphotography street documentary documentaryphotography nyc ny newyork newyorkcity nycphotographer",-0.066
"1031","break down corona with soapeaa soap fat virus coronavirus",0.177
"1032","govt should ban interstate travel for the general public except for necessary commodity it would help in reduce community spread coronavirus virus eccefbf",0.463
"1033","greek anyone with common sense can see this virus i just part of a bigger plan this man summarize what most of your follow and most in the u are think we need be prepare thank for share fdfedaefbf",0.746
"1034","buets chemistry department ha start make hand sanitiser follow an ongoing shortage of the duct due to coronavirus panic the department provide sanitisers for free ca sudeepto salam prothom alo buet heal virus epidemic ease",0.117
"1035","enjoy the god want you know to know during this virus attack stayhomechallenge quarantinelife covid coronavirus tuesdaymotivation eacefbf",0.389
"1036","member allah i the creator of the heaven and earth allah can change any situate for u and we need to trust him eaefbf covid virus coronafighters alexhales pslv",0.657
"1037","chinas approach to fight the virus i not without sacrifice the safety of the chinese people i their live in exchangefedaefbcvirus",0.746
"1038","socialdistancing couture by ebadu bootleg hazmet immunity i one the but avoidance of the virus i better luxury fashion i taking extra precaution with bizarre fashion facemasks ffbdffbdeaefbf",0.871
"1039","ffawebinar announce combat covid the shenzhen bus groupes excuse me tongue stick out erience transportation in a time of crisis prevent virus spread despite demand for travel ff fri mar efb am am cet ffdregister here",0.438
"1040","take care of each other support your community covcbd covid coronaviruspandemic cornavirus corvid coronavirusoutbreakeaaefbf virus cov corona codvid covid",-0.066
"1041","eadefbflatest new home affair to revoke over visa click on the link to get all information ffce",0.58
"1042","your right im stay in my house eat home cook food on go out to get necessary food and supply s stop the spread corona virusfafedafab",0.746
"1043","since coronavirus eaefbf i spread rapid across the world we at symsweb have pledge to keep this dead virus away by taking all the necessary precaution without fail ffb are you also do the same sayyesmediasolutions handwashing safehands covid highriskcovid",-0.033
"1044","doe your pc have any symptom of a malware if ye get it check a soon a possible ec virus computervirus malware coronavirus covid kalilinux linux os cybersecurity infosec hack cyber new malware hack iot cloud network cybersec",0.407
"1045","about day the scandal crona virus soo i was commend too pry f time and always list droodshreef edaefbf",0.746
"1046","chaos in the home office eefbf ffbb fbfb ffdb ffa school work cook and change diaper now take place in the live room the process can still be improve corona virus homeoffice homeschool covid sarscov coronavirus pandemic",0.244
"1047","a must read edefbf for publixes transport ffae ffa user ebcefbfcoronavirus ffaa fb",0.1
"1048","ffdffdffdffdffdffdffdffdffdffdffdffdffd in this time of physical isolate for the safety of everyone my thought and intention go out to thank you all and wish you a very happy healthy and hopeful st patricks day fdecfbdpandemia pattysday unitedstates",0.463
"1049","ffaaffbffaffbffaa covid coronavirus pandemia restateacasa nobajeslaguardia dont let your guard down laura pausini yo canto vivo incognitivemode ffabffcbaffaaffceffcdffcf quedateencasa fdf stayathomefafafeadefbfd alwaysstrong ffeaffeaffebffebffeac",0.58
"1050","imbierna si auntief panic buy turn in singapore aft malaysia announce lockdownff coronavirusoutbreak fightcovid pandemia crashlandingonyou fever still onedaefbf kabog not applicable kabog saranghe hyunbin page of",0.746
"1051","eaefbfnwo cabal a small pandemic compare to the sars will allow to establish a world govern pandemia coronavirus coronavirusupdate marketcrash lagarde coronvirusitalia codvid",0.453
"1052","absolute thesepeoplearesick there i also a tie to the corona typewrite both madonna and hank have we should wasourhands of these people godwins fbfdbfbafbedaefbf pasta i pedo code for little kid gross",0.746
"1053","corona typewrite just like coronavirus look like she ran out of adrenochrome pasta i pedo code for a small child look like he got caught both look to have committed suicide letes wash our hand of these people fbedaefbf",0.746
"1054","thanos ha snapped finger corona i threaten to wipe out half of the world what the fuck are the avenge ffabedeefbf",0.125
"1055","help stop coronavirus gem hospital ivf centre in bathinda for more information get in touch with u at efbfcal u eaefbfwebsite",0
"1056","with corona a guest eccffeffdb",0.463
"1057","b way to fight corona fedaefbfc corona coronavirusindia coronaviruspakistan coronavirusoutbreak chinavirus coronavirususa coronaalert",0.746
"1058","you could be chase sunset in a private clean mercedes s class but youre choose to stay bore at home because of corona fabfbcedefbf stayhomechallenge",0.125
"1059","i edaefbf the internal c challenge the coresystems corona coffee corn every day a new challenge to keep the special spirit during homeoffice lockdown today show your favorite mug i like mine the most cause ites true ff qofe member",0.746
"1060","great initiate by radiomirchi coimbatore faf lyric and vocal ffaeaefbf corona coronaawareness kuttistory master anirudh vijay vijaysethupathy lokeshkanagaraj",0.657
"1061","symptom of corona eaaefbf staysafe stayclosed corona covid bepositivewithblacksheep",-0.066
"1062","stay safe makkalae eaaefbf staysafe stayclosed corona covid bepositivewithblacksheep",-0.066
"1063","cough once and everyone think your a terrorist fafbcedefbf corona drama",0.125
"1064","dont fear corona but the almighty a your creator i close to you than your jugular vain eda",0.746
"1065","protect yourself from coronavirus safe yourself so be aware of it or to know more just efbf visit here",0
"1066","bibi fabfbedefbf sharm karo thoda so much hate for the current govt that you are behave in such a manner you know very well deep inside that such clown are at fault for not follow the procedure and not the system corona indiafightscorona",0.125
"1067","thank you all for all your hard work all around the world let think posit although were in this stressful situate we will get trough this eda coronavirusnl staysafeeveryone samentegencorona coronavirusnetherlands corona",0.746
"1068","real no shit sherlock ec covid coronavirus corona heal ill quarantine pandemic who",0.407
"1069","just imagine this would be the lead of your country fafbcedefbf corona covid trump",0.125
"1070","this quiz i already a viral topic so most of you know this ecprevious quizes answer duct price place mote ffe u now to book yourffba knowledge covid coronavirus virus corona entrepreneurship busy businessowner businesscasual entrepreneur quizes",0.407
"1071","at the moment two cbs student are in taiwan where everything i running normal they port therefore they are not planning on come home soon than excuse me tongue stick out ected ec coronavirus corona",0.415
"1072","c clean your handsff o off from public meetingsffad r raise your immunityffaa o on sick to wear maskffb n no to handshakeffadffedeefbf a avoid fake newsffac coronavirus corona coronafighters late",0.125
"1073","stay safe and well fabfb coronaviruspandemic coronavirusoutbreakeaaefbf corona coronavirusuk coronavirus pandemic toughtimes ritzybrixton brixton sw brixtonvillage brixtonmarket southlondon southoftheriverea",-0.066
"1074","s another late instagram story also it real important to practice socialdistancing right now to avoid the spread of covid and keep our love one and country safe fedaefbf staysafestayhome covidindia corona coronavirusindia indiafightscorona",0.746
"1075","hour of coronavirus iem set aim for the brainstem eaefbf rick i so inspirational though covid corona",-0.033
"1076","all coronavirus test centres in india edaefbf a the spread of the coronavirus intensify across the globe and in india the govern ha designate test site across the country to excuse me tongue stick out edite diagnosis and aid treatment part corona chinavirus",0.746
"1077","must read edaefbf covidindia staysafestayhome quarantineandchill corona",0.746
"1078","scallop creamy risotto and caviarea ea fafbdedfdb by jimmychenrea ea spire other in difficult time ffcd eaefbfea together chefsalert coronaea ea seafood michelin cheflife culinary chefsofinstagram gastronomy fishea",0.657
"1079","dont worry guy offline celebrate may call off ff but corona cant stop online celebrate ff get ready for the trend on th eve eca ramcharan seetharamarajucharan",0.429
"1080","swipe left ff keep these the in mind and protect yourself we are a big family we take care of each other eca call u or visit u",0.351
"1081","accord to guideline for covid control symptom of covid may appear in a few a day or a long a day aft excuse me tongue stick out osure do not panic be patient take appropriate precaution fight corona ecaff who heal coronavirus corona",0.429
"1082","kid have fun in spite of all the playground school closure i everything i need to see right now ffd eccefbf children hope covid covid corona",0.463
"1083","update aus dem eulenwald be like ulla if you can stay at home protect the people around you even those that you do not personal knoweadefbf",0.58
"1084","my heart break for this busy man who talk about the economic realities of corona the longer the govern take for some decisions more peopleenterprises will sink all hi sacrifice all gone i can on say a pray for you broth that your mind may not sinkedaefbf",0.746
"1085","maybe now i our time to reflect on what from eebeforeec real matte like have friend over facetoface conversation with our grandparent and long hug edaefbf appreciatethesmallthings familyfirst coronavirus covid sarscov corona stayathome flattenthecurve",0.746
"1086","i ffabb in more demand than software these day ffabedeefbf emptyshelves corona covid",0.125
"1087","covid quire u all to stick together help wherever we can therefore our client i offer free premium subscription for the next months a the scbcddeutsche zeitung port in german eacefbf",0.389
"1088","i do anything i can to protect the elder by stay in i know i do everything to protect my grandpa do u because right now you decide who live who die by the choice u make please allow me more time with my family eaefbfbc corona coronavirus covid flattenthecurve",0.657
"1089","now the world excuse me tongue stick out ect a miracle from a couple of scientist who earn maximum k in a yearand excuse me tongue stick out ect from the artist football film maker sing politician blogger to stay at home science corona investscience stayathome covid eaaefbf",-0.066
"1090","true ffacffabedeefbf corona",0.125
"1091","tweet if youere still have to show up to work at a workplace that i complete cap of have you and your coworker workfromhome ecbfb coronavirusoutbreak coronavirus socialdistancing stayhome quarantine covid lockdown coronavirusupdate coronaviruschallenge",0.126
"1092","free accessible covid land page to ensure that important information can be understood by everyone will host free an accessible page for business to share their coronavirus message to all staff custom learn more eacefbf",0.389
"1093","how many case how many deaths real occurred in china nobody know nobody will know in future thats worrisome ffa covid wuhancoronavirus china ecbfbe",0.126
"1094","eaefbfafa the aim of the amalekites so member amalek coronavirus covid covid",-0.066
"1095","stay safe we are all in this togethereaefbf highriskcovid washyourhands stayathome coronavirus covid covid coronavirusindia coronavirusnews coronavirusupdates coronaviruspandemic coronaoutbreak coronavirus covid covidindia coronavirusindia workfromhome",0.657
"1096","the outbreak of coronavirus ha affect a lot of people i still fear in u let work together adopt the correct prevent measure to keep the virus away stay safe corona coronavircbcscbc coronavirusoutbreakeaaefbf precaution stayhome covid covcbd covid",-0.066
"1097","resuscitate council uk statement on covid coronavirus cpr and resuscitate edaefbf",0.746
"1098","british woman arrest for break coronavirus lockdown in tenerife hotel pool faedefbfb covidfr coronabelgie coronaviruschallenge covid covid covidfr covid covidbelgique covidke uk",0.125
"1099","ecthe world i undergo a life threaten heal emergency the outbreak of covid ha taken death toll on the rise we can just take measure to protect ourselves and our family from the dead virus watch the video corona coronavirus",0.407
"1100","why ha spacex permission to continue to launch ffaffbbefbfed spacex terrorism organisation against whom run lawsuit",0.068
"1101","eaaefbf the first dog in the world to have test posit for coronavirus ha die day aft leave quarantine coronavirus covid covid coronavirusupdate coronaviruschallenge covid corviduk",-0.066
"1102","how will the coronavirus covid affect european tail real estate by chris igwe eeaefbf",0.147
"1103","stay healthy and safeedaefbf covid flattenthecurve stayhealthy staysafe jocr",0.746
"1104","ghana g you we claim to have the kudi but now dem dey seek help from imf we go sit mak dis covid kill menes before we start take knee jerk action criedabelovedcountry ea",0.657
"1105","marchbreak i go onwill border allow snowbird vacation to turn to their country in northamerica edaefbf ffbaffbffaffa ffbaffb ffbaffb ffbaffb ffaffa ffbaffb ffaffa ffaffa ffaffa ffaffa covid peace",0.746
"1106","i still donet get itsome country are say people are cover from this virus but yet still there i no cure for the virus howfabfbdedefbf covidke coronavirusupdate covid",0.125
"1107","if youre worry about covid here are a few article that might help you look aft your own mental heal eacefbf",0.389
"1108","donet need toxicity on my tl bc the world i toxic enough ff youere getting block for bee either a down or a dick fbdfc stay safe and healthy tho stay at homebe happy and donet lose your mind ff and thank our heal worker and crew from grocery store eaefbf respect covid",0.657
"1109","hope everyone i safe and taking this virus serious it not the regular flu so dont take stupid chance continue to support each other with kind word and practical wisdom peace eccefbffpl covid coronavirus covid",0.463
"1110","a great article which may be useful to some of you work on your comms strategy this week edaefbf",0.746
"1111","not bee able to access covid test for immune suppress patient eacefbf i problem canet access to test to see if pt ha it but pt told to stop meds anyway this risk cause avoid harm to patient heal flare in autoimmune ease need urgent policy rethink",0.389
"1112","thank a lot for the kind word we are live in crazy time right now i hope you and your are stay safe and healthy in the pandemic time fafeaefbfcf",0.657
"1113","aww my broth eaefbf pandemic togetherapart",0.657
"1114","were all in this together spreadlovenotwar hateisthevirus ecfbc covid coronavirus pandemic numerology jumaani pakistan jumaanified swettajumaani",0.463
"1115","the public need verify new info more than ever but cover the coronavirus pandemic pose significant challenge for journalist in response weve create an extensive list of source for source and port new about the crisiseacefbfcovid",0.389
"1116","apparent iem a pussy for stay home even tho my job ask me to come to workf this place i a jokefabfbedefbf pandemic",0.125
"1117","dont worry drv india i here for you fbfbedefbfbfbedefbf come let ensure humanity beyond border ffcf check the covid live status here",0.125
"1118","thank you and your husband for your sacrifice hug your baby congratulate on the birth of your newborn edaefbf i pray other will see how serious this pandemic truly i",0.746
"1119","iem inspired by the italianse solidarity and support for each other the healthcare worker and the scientist during the pandemic they are light candleslights in window in demonstrate iem keep mine lit too edaefbfflattenthecurve",0.746
"1120","snowbird vacation must be turn to canada covid issue continue travel insurance deny coverage due to pandemic then sensible action i to turn to your country ffaffa edaefbf ffaffa ffbaffb ffbaffb ffaffa",0.746
"1121","was on tv and said eci knew this was a pandemic before it was call a pandemiced i near laugh for t whole minute ffdffaaedeefbfliar",0.125
"1122","eaa s korean stock down kospi fall below on wednesday amid covid pandemic kospi covid pandemic",0.198
"1123","the other corona vulnerablesfalloutsrisksstories that dont get airtime in the mainstream new eaefbf f coronavirus kindnessmatters pandemic vulnerablegroups covid coviduk nobodygetsleftbehind new ffabffcbc",0.657
"1124","well look back and realize weeve become strong hope it wont take too long stay safe healthy edaefbf a short story of the feel inside covid pandemic coronavirus coronaviruschallenge gopro",0.746
"1125","any other stupid question from the fakenews asshats ffb even with a pandemic the liberal porter try to jab and tort fact to create a false narrate trump handle it quite well donet ya think fafb when will they learn ffabedeefbf mypresident fb",0.125
"1126","damn thates cold ignorant and irresponsible fafbedefbf covidebc coronavirus wherearethetestkits pandemic socialdistancing quarantine",0.125
"1127","do what weere suppose to be and stay door day and hour a day of work at home goes by so fast when iem blast you literal sing and dance in my office chair thank for help me get through this febeaefbf stayhomesavelives pandemic",0.571
"1128","i like how youere taking advantage of the pandemic by continue to charge me even though i legal cannot step inside one of your club this month ebaefbf",0.657
"1129","it a crazy world out there not just for fundraiser but for everyone during the coronavirus pandemic uk fundraisings s article tail top tip what to look for and what to avoid wash those hand be sensible stay safe edaefbf",0.746
"1130","hi message i correct but hi tone i a if h tell off a bunch of misbehave children grant thats how some adult are behave ffabedeefbf scottyfrommarketing pandemic panicshopping",0.125
"1131","thinkingofyou girl women who usual walk long distance to collect water for domesticuse now much more i require for safehands staysafe preventionfromcovid pandemic accesstocleanwater i a ec",0.407
